# Sensor Howard St. & 6th St. (BC), San Francisco, United States of America (Clarity/dcdbk0901)
# https://aqicn.org/station/@525955/
# Daily pm25
date,min,max,median,q1,q3,stdev,count
2025-10-04T00:00:00.000Z,4.8,6.82,6.46,6.34,6.6,0.469,24
2025-10-05T00:00:00.000Z,6.14,8.43,6.4,6.34,7.34,0.76,24
2025-10-06T00:00:00.000Z,5.36,9.41,6.79,6.52,7.46,0.851,24
2025-10-07T00:00:00.000Z,5.54,12.83,7.17,6.75,9.48,1.972,24
2025-10-08T00:00:00.000Z,5.41,9.84,7.44,7.06,7.58,1.142,24
2025-10-09T00:00:00.000Z,4.98,5.64,5.37,5.12,5.56,0.213,24
2025-10-10T00:00:00.000Z,3.52,6.14,4.34,4.01,5.87,0.937,24
2025-10-11T00:00:00.000Z,3.49,4.11,3.61,3.59,3.71,0.153,24
2025-10-12T00:00:00.000Z,3.61,4.96,4.49,4.29,4.67,0.368,24
2025-10-13T00:00:00.000Z,2.93,8.17,5.64,4.28,7.21,1.67,24
2025-10-14T00:00:00.000Z,2.89,5.17,3.47,3.15,4.13,0.649,24
2025-10-15T00:00:00.000Z,3.37,6.94,4.49,3.74,4.99,0.952,24
2025-10-16T00:00:00.000Z,5.49,11.22,6.73,6.45,7.38,1.452,24
2025-10-17T00:00:00.000Z,5.46,17.67,7.99,6.34,11.24,3.348,24
2025-10-18T00:00:00.000Z,8.21,24.88,10.25,8.96,17.34,5.86,24
2025-10-19T00:00:00.000Z,10.88,14.15,13.06,12.48,13.67,0.959,24
2025-10-20T00:00:00.000Z,5.63,10.52,7.63,6.94,8.36,1.098,24
2025-10-21T00:00:00.000Z,6.37,13.08,10.37,9.22,11.44,1.72,24
2025-10-22T00:00:00.000Z,5.21,13.15,5.77,5.56,7.21,2.666,24
2025-10-23T00:00:00.000Z,5.85,8.52,7.8,6.93,8.27,0.837,24
2025-10-24T00:00:00.000Z,3.29,8.46,6,5.35,6.89,1.439,24
2025-10-25T00:00:00.000Z,3.13,5.47,3.64,3.21,3.81,0.653,24
2025-10-26T00:00:00.000Z,3.49,6.29,5.4,4.38,5.96,0.832,24
2025-10-27T00:00:00.000Z,3.62,4.84,4.01,3.84,4.61,0.409,24
2025-10-28T00:00:00.000Z,3.83,7.25,5.3,5,6.25,0.871,24
2025-10-29T00:00:00.000Z,4.88,10.66,7.55,6.2,8.36,1.542,24
2025-10-30T00:00:00.000Z,6.83,9.14,7.49,7.38,8.26,0.746,24
2025-10-31T00:00:00.000Z,7.61,12.66,9.08,8.48,10.11,1.305,24
2025-11-01T00:00:00.000Z,4.93,11.02,7.5,6.38,8.83,1.772,24
2025-11-02T00:00:00.000Z,5.89,13,8.94,8.06,9.93,1.987,24
2025-11-03T00:00:00.000Z,5.2,8.57,6.83,5.49,7.89,1.187,24
2025-11-04T00:00:00.000Z,3.22,5.6,5.13,4.86,5.45,0.662,24
2025-11-05T00:00:00.000Z,2.77,4.95,3.25,3.02,3.86,0.71,24
2025-11-06T00:00:00.000Z,3.36,11.51,4.53,3.64,7.35,2.57,24
2025-11-07T00:00:00.000Z,4.11,7.79,6.23,5.05,7.05,1.144,24
2025-11-08T00:00:00.000Z,4.55,10.74,7.53,6.03,9.43,1.93,24
